Locations of bus and train stops of station-visits,time of day of station-visits,action at this station,number of station-visits per day
Opp Blk 41,13:00,boarding,6.451612903225806
Opp Blk 41,13:30,alighting,3.225806451612903
Opp Blk 41,13:30,boarding,11.290322580645162
Opp Blk 41,14:00,alighting,6.451612903225806
Opp Blk 41,14:00,boarding,16.129032258064516
Opp Blk 41,14:30,alighting,6.451612903225806
Opp Blk 41,14:30,boarding,6.451612903225806
Opp Blk 41,15:00,alighting,6.451612903225806
Opp Blk 41,15:00,boarding,8.064516129032258
Opp Blk 41,15:30,alighting,4.838709677419355
Opp Blk 41,15:30,boarding,14.516129032258064
Opp Blk 41,16:00,alighting,11.290322580645162
Opp Blk 41,16:00,boarding,14.516129032258064
Opp Blk 41,16:30,alighting,6.451612903225806
Opp Blk 41,16:30,boarding,14.516129032258064
Opp Blk 41,17:00,alighting,9.67741935483871
Opp Blk 41,17:00,boarding,14.516129032258064
Opp Blk 41,17:30,alighting,6.451612903225806
Opp Blk 41,17:30,boarding,29.032258064516128
Opp Blk 41,18:00,alighting,22.580645161290324
Opp Blk 41,18:00,boarding,51.61290322580645
Opp Blk 41,18:30,alighting,9.67741935483871
Opp Blk 41,18:30,boarding,38.70967741935484
Opp Blk 41,19:00,alighting,11.290322580645162
Opp Blk 41,19:00,boarding,14.516129032258064
Opp Blk 41,19:30,alighting,16.129032258064516
Opp Blk 41,19:30,boarding,8.064516129032258
Opp Blk 41,20:00,alighting,9.67741935483871
Opp Blk 41,20:00,boarding,8.064516129032258
Opp Blk 41,20:30,alighting,1.6129032258064515
Opp Blk 41,20:30,boarding,8.064516129032258
Opp Blk 41,21:00,alighting,8.064516129032258
Opp Blk 41,21:00,boarding,8.064516129032258
Opp Blk 41,21:30,alighting,9.67741935483871
Opp Blk 41,21:30,boarding,9.67741935483871
Opp Blk 41,22:00,alighting,6.451612903225806
Opp Blk 41,22:00,boarding,4.838709677419355
Opp Blk 41,22:30,alighting,3.225806451612903
Opp Blk 41,22:30,boarding,1.6129032258064515
Opp Blk 41,23:00,alighting,9.67741935483871
Opp Blk 41,23:00,boarding,6.451612903225806
Opp Blk 41,23:30,alighting,3.225806451612903
Opp Blk 411,05:30,alighting,1.6129032258064515
Opp Blk 411,05:30,boarding,1.6129032258064515
Opp Blk 411,06:00,alighting,1.6129032258064515
Opp Blk 411,06:00,boarding,4.838709677419355
Opp Blk 411,06:30,alighting,14.516129032258064
Opp Blk 411,06:30,boarding,6.451612903225806
Opp Blk 411,07:00,alighting,14.516129032258064
Opp Blk 411,07:00,boarding,4.838709677419355
Opp Blk 411,07:30,boarding,6.451612903225806
Opp Blk 411,08:00,alighting,3.225806451612903
Opp Blk 411,08:00,boarding,1.6129032258064515
Opp Blk 411,08:30,alighting,1.6129032258064515
Opp Blk 411,08:30,boarding,4.838709677419355
Opp Blk 411,09:00,alighting,1.6129032258064515
Opp Blk 411,09:00,boarding,3.225806451612903
Opp Blk 411,09:30,boarding,4.838709677419355
Opp Blk 411,10:30,boarding,1.6129032258064515
Opp Blk 411,11:00,alighting,4.838709677419355
Opp Blk 411,11:00,boarding,8.064516129032258
Opp Blk 411,11:30,alighting,1.6129032258064515
Opp Blk 411,11:30,boarding,1.6129032258064515
Opp Blk 411,12:00,alighting,6.451612903225806
Opp Blk 411,12:00,boarding,1.6129032258064515
Opp Blk 411,12:30,alighting,1.6129032258064515
Opp Blk 411,12:30,boarding,8.064516129032258
Opp Blk 411,13:00,alighting,1.6129032258064515
Opp Blk 411,13:00,boarding,12.903225806451612
Opp Blk 411,13:30,boarding,9.67741935483871
Opp Blk 411,14:00,alighting,4.838709677419355
Opp Blk 411,14:00,boarding,16.129032258064516
Opp Blk 411,14:30,boarding,17.741935483870968
Opp Blk 411,15:00,boarding,9.67741935483871
Opp Blk 411,15:30,boarding,3.225806451612903
Opp Blk 411,16:00,boarding,6.451612903225806
Opp Blk 411,16:30,alighting,3.225806451612903
Opp Blk 411,16:30,boarding,24.193548387096776
Opp Blk 411,16:30,interchanging,1.6129032258064515
Opp Blk 411,17:00,alighting,3.225806451612903
Opp Blk 411,17:00,boarding,11.290322580645162
Opp Blk 411,17:30,alighting,3.225806451612903
Opp Blk 411,17:30,boarding,17.741935483870968
Opp Blk 411,18:00,alighting,3.225806451612903
Opp Blk 411,18:00,boarding,12.903225806451612
Opp Blk 411,18:30,alighting,8.064516129032258
Opp Blk 411,18:30,boarding,1.6129032258064515
Opp Blk 411,19:00,alighting,4.838709677419355
Opp Blk 411,19:00,boarding,1.6129032258064515
Opp Blk 411,19:30,alighting,6.451612903225806
Opp Blk 411,19:30,boarding,4.838709677419355
Opp Blk 411,20:00,alighting,3.225806451612903
Opp Blk 411,20:00,boarding,4.838709677419355
Opp Blk 411,20:30,alighting,3.225806451612903
Opp Blk 411,20:30,boarding,4.838709677419355
Opp Blk 411,21:00,alighting,4.838709677419355
Opp Blk 411,21:00,boarding,1.6129032258064515
Opp Blk 411,21:30,alighting,6.451612903225806
Opp Blk 411,22:00,alighting,1.6129032258064515
Opp Blk 411,22:00,boarding,1.6129032258064515
Opp Blk 411,22:30,alighting,3.225806451612903
Opp Blk 411,22:30,boarding,1.6129032258064515
Opp Blk 411,23:00,alighting,3.225806451612903
Opp Blk 47,00:00,alighting,4.838709677419355
Opp Blk 47,06:00,boarding,4.838709677419355
Opp Blk 47,06:30,alighting,6.451612903225806
Opp Blk 47,06:30,boarding,11.290322580645162
Opp Blk 47,07:00,alighting,1.6129032258064515
Opp Blk 47,07:00,boarding,9.67741935483871
Opp Blk 47,07:30,alighting,3.225806451612903
Opp Blk 47,07:30,boarding,9.67741935483871
Opp Blk 47,07:30,interchanging,1.6129032258064515
Opp Blk 47,08:00,alighting,1.6129032258064515
Opp Blk 47,08:00,boarding,6.451612903225806
Opp Blk 47,08:30,boarding,3.225806451612903
Opp Blk 47,09:00,boarding,3.225806451612903
Opp Blk 47,09:30,boarding,3.225806451612903
Opp Blk 47,10:00,alighting,3.225806451612903
Opp Blk 47,10:00,boarding,3.225806451612903
Opp Blk 47,10:30,alighting,3.225806451612903
Opp Blk 47,10:30,boarding,1.6129032258064515
Opp Blk 47,11:00,alighting,1.6129032258064515
Opp Blk 47,11:30,alighting,4.838709677419355
Opp Blk 47,11:30,boarding,4.838709677419355
Opp Blk 47,12:00,alighting,1.6129032258064515
Opp Blk 47,12:00,boarding,4.838709677419355
Opp Blk 47,12:30,alighting,3.225806451612903
Opp Blk 47,12:30,boarding,6.451612903225806
Opp Blk 47,13:00,alighting,11.290322580645162
Opp Blk 47,13:00,boarding,4.838709677419355
Opp Blk 47,13:30,alighting,4.838709677419355
Opp Blk 47,13:30,boarding,9.67741935483871
Opp Blk 47,14:00,alighting,8.064516129032258
Opp Blk 47,14:00,boarding,12.903225806451612
Opp Blk 47,14:30,alighting,9.67741935483871
Opp Blk 47,14:30,boarding,11.290322580645162
Opp Blk 47,15:00,alighting,9.67741935483871
Opp Blk 47,15:00,boarding,6.451612903225806
Opp Blk 47,15:30,alighting,4.838709677419355
Opp Blk 47,15:30,boarding,6.451612903225806
Opp Blk 47,16:00,alighting,16.129032258064516
Opp Blk 47,16:00,boarding,3.225806451612903
Opp Blk 47,16:30,alighting,4.838709677419355
Opp Blk 47,16:30,boarding,14.516129032258064
Opp Blk 47,16:30,interchanging,1.6129032258064515
Opp Blk 47,17:00,alighting,11.290322580645162
Opp Blk 47,17:00,boarding,11.290322580645162
Opp Blk 47,17:30,alighting,11.290322580645162
Opp Blk 47,17:30,boarding,4.838709677419355
Opp Blk 47,18:00,alighting,16.129032258064516
Opp Blk 47,18:00,boarding,17.741935483870968
Opp Blk 47,18:30,alighting,27.419354838709676
Opp Blk 47,18:30,boarding,8.064516129032258
Opp Blk 47,19:00,alighting,25.806451612903224
Opp Blk 47,19:00,boarding,4.838709677419355
Opp Blk 47,19:30,alighting,8.064516129032258
Opp Blk 47,19:30,boarding,1.6129032258064515
Opp Blk 47,20:00,alighting,12.903225806451612
Opp Blk 47,20:00,boarding,4.838709677419355
Opp Blk 47,20:30,alighting,12.903225806451612
Opp Blk 47,20:30,boarding,4.838709677419355
Opp Blk 47,20:30,interchanging,1.6129032258064515
Opp Blk 47,21:00,alighting,17.741935483870968
Opp Blk 47,21:00,boarding,3.225806451612903
Opp Blk 47,21:30,alighting,16.129032258064516
Opp Blk 47,22:00,alighting,12.903225806451612
Opp Blk 47,22:30,alighting,8.064516129032258
Opp Blk 47,23:00,alighting,3.225806451612903
Opp Blk 47,23:00,boarding,1.6129032258064515
Opp Blk 47,23:30,alighting,6.451612903225806
Opp Blk 51,00:00,alighting,3.225806451612903
Opp Blk 51,00:00,boarding,3.225806451612903
Opp Blk 51,00:00,boarding,1.6129032258064515
Opp Blk 51,00:30,alighting,4.838709677419355
Opp Blk 51,00:30,boarding,1.6129032258064515
Opp Blk 51,00:30,boarding,1.6129032258064515
Opp Blk 51,05:30,boarding,1.6129032258064515
Opp Blk 51,06:00,alighting,3.225806451612903
Opp Blk 51,06:00,boarding,1.6129032258064515
Opp Blk 51,06:00,boarding,17.741935483870968
Opp Blk 51,06:30,alighting,8.064516129032258
Opp Blk 51,06:30,alighting,4.838709677419355
Opp Blk 51,06:30,boarding,32.25806451612903
Opp Blk 51,06:30,boarding,6.451612903225806
Opp Blk 51,07:00,alighting,11.290322580645162
Opp Blk 51,07:00,boarding,3.225806451612903
Opp Blk 51,07:00,boarding,29.032258064516128
Opp Blk 51,07:00,interchanging,4.838709677419355
Opp Blk 51,07:30,alighting,11.290322580645162
Opp Blk 51,07:30,boarding,32.25806451612903
Opp Blk 51,07:30,boarding,4.838709677419355
Opp Blk 51,08:00,alighting,6.451612903225806
Opp Blk 51,08:00,boarding,16.129032258064516
Opp Blk 51,08:00,boarding,1.6129032258064515
Opp Blk 51,08:00,interchanging,4.838709677419355
Opp Blk 51,08:30,alighting,8.064516129032258
Opp Blk 51,08:30,alighting,1.6129032258064515
Opp Blk 51,08:30,boarding,8.064516129032258
Opp Blk 51,08:30,interchanging,3.225806451612903
Opp Blk 51,09:00,alighting,1.6129032258064515
Opp Blk 51,09:00,alighting,1.6129032258064515
Opp Blk 51,09:00,boarding,11.290322580645162
Opp Blk 51,09:30,alighting,11.290322580645162
Opp Blk 51,09:30,boarding,1.6129032258064515
Opp Blk 51,09:30,boarding,6.451612903225806
Opp Blk 51,10:00,alighting,6.451612903225806
Opp Blk 51,10:00,boarding,1.6129032258064515
Opp Blk 51,10:00,boarding,8.064516129032258
Opp Blk 51,10:30,alighting,3.225806451612903
Opp Blk 51,10:30,boarding,3.225806451612903
Opp Blk 51,11:00,alighting,3.225806451612903
Opp Blk 51,11:00,boarding,6.451612903225806
Opp Blk 51,11:30,alighting,6.451612903225806
Opp Blk 51,11:30,boarding,6.451612903225806
Opp Blk 51,11:30,boarding,3.225806451612903
Opp Blk 51,12:00,alighting,14.516129032258064
Opp Blk 51,12:00,boarding,8.064516129032258
Opp Blk 51,12:00,boarding,4.838709677419355
Opp Blk 51,12:30,alighting,9.67741935483871
Opp Blk 51,12:30,alighting,1.6129032258064515
Opp Blk 51,12:30,boarding,12.903225806451612
Opp Blk 51,12:30,boarding,3.225806451612903
Opp Blk 51,13:00,alighting,3.225806451612903
Opp Blk 51,13:00,alighting,4.838709677419355
Opp Blk 51,13:00,boarding,14.516129032258064
Opp Blk 51,13:00,boarding,3.225806451612903
Opp Blk 51,13:30,alighting,1.6129032258064515
Opp Blk 51,13:30,alighting,1.6129032258064515
Opp Blk 51,13:30,boarding,11.290322580645162
Opp Blk 51,13:30,boarding,1.6129032258064515
Opp Blk 51,14:00,alighting,8.064516129032258
Opp Blk 51,14:00,boarding,6.451612903225806
Opp Blk 51,14:00,boarding,4.838709677419355
Opp Blk 51,14:30,alighting,4.838709677419355
Opp Blk 51,14:30,boarding,9.67741935483871
Opp Blk 51,14:30,boarding,1.6129032258064515
Opp Blk 51,15:00,alighting,1.6129032258064515
Opp Blk 51,15:00,alighting,1.6129032258064515
Opp Blk 51,15:00,boarding,11.290322580645162
Opp Blk 51,15:00,boarding,4.838709677419355
Opp Blk 51,15:30,alighting,12.903225806451612
Opp Blk 51,16:00,alighting,16.129032258064516
Opp Blk 51,16:00,boarding,6.451612903225806
Opp Blk 51,16:00,boarding,6.451612903225806
Opp Blk 51,16:30,alighting,14.516129032258064
Opp Blk 51,16:30,boarding,4.838709677419355
Opp Blk 51,16:30,boarding,6.451612903225806
Opp Blk 51,17:00,alighting,16.129032258064516
Opp Blk 51,17:00,boarding,11.290322580645162
Opp Blk 51,17:00,boarding,3.225806451612903
Opp Blk 51,17:30,alighting,14.516129032258064
Opp Blk 51,17:30,boarding,8.064516129032258
Opp Blk 51,17:30,boarding,4.838709677419355
Opp Blk 51,18:00,alighting,22.580645161290324
Opp Blk 51,18:00,boarding,14.516129032258064
Opp Blk 51,18:00,boarding,4.838709677419355
Opp Blk 51,18:30,alighting,25.806451612903224
Opp Blk 51,18:30,boarding,30.64516129032258
Opp Blk 51,18:30,boarding,4.838709677419355
Opp Blk 51,19:00,alighting,12.903225806451612
Opp Blk 51,19:00,boarding,16.129032258064516
Opp Blk 51,19:00,boarding,9.67741935483871
Opp Blk 51,19:00,interchanging,1.6129032258064515
Opp Blk 51,19:30,alighting,20.967741935483872
Opp Blk 51,19:30,alighting,1.6129032258064515
Opp Blk 51,19:30,boarding,12.903225806451612
Opp Blk 51,19:30,boarding,14.516129032258064
Opp Blk 51,20:00,alighting,12.903225806451612
Opp Blk 51,20:00,boarding,9.67741935483871
Opp Blk 51,20:00,boarding,9.67741935483871
Opp Blk 51,20:30,alighting,20.967741935483872
Opp Blk 51,20:30,boarding,3.225806451612903
Opp Blk 51,20:30,boarding,6.451612903225806
Opp Blk 51,21:00,alighting,16.129032258064516
Opp Blk 51,21:00,boarding,6.451612903225806
Opp Blk 51,21:00,boarding,6.451612903225806
Opp Blk 51,21:30,alighting,16.129032258064516
Opp Blk 51,21:30,boarding,16.129032258064516
Opp Blk 51,21:30,boarding,12.903225806451612
Opp Blk 51,22:00,alighting,12.903225806451612
Opp Blk 51,22:00,boarding,8.064516129032258
Opp Blk 51,22:00,boarding,6.451612903225806
Opp Blk 51,22:30,alighting,6.451612903225806
Opp Blk 51,22:30,boarding,9.67741935483871
Opp Blk 51,23:00,alighting,1.6129032258064515
Opp Blk 51,23:00,alighting,3.225806451612903
Opp Blk 51,23:00,boarding,3.225806451612903
Opp Blk 51,23:00,boarding,3.225806451612903
Opp Blk 51,23:30,alighting,3.225806451612903
Opp Blk 51,23:30,boarding,4.838709677419355
Opp Blk 51,23:30,boarding,1.6129032258064515
Opp Blks 34/35,00:00,alighting,4.838709677419355
Opp Blks 34/35,05:30,boarding,1.6129032258064515
Opp Blks 34/35,06:00,boarding,8.064516129032258
Opp Blks 34/35,06:30,boarding,14.516129032258064
Opp Blks 34/35,07:00,alighting,1.6129032258064515
Opp Blks 34/35,07:00,boarding,8.064516129032258
Opp Blks 34/35,07:30,alighting,3.225806451612903
Opp Blks 34/35,07:30,boarding,4.838709677419355
Opp Blks 34/35,08:00,alighting,1.6129032258064515
Opp Blks 34/35,08:00,boarding,4.838709677419355
Opp Blks 34/35,08:30,alighting,1.6129032258064515
Opp Blks 34/35,08:30,boarding,3.225806451612903
Opp Blks 34/35,09:00,alighting,8.064516129032258
Opp Blks 34/35,09:00,boarding,4.838709677419355
Opp Blks 34/35,09:30,alighting,1.6129032258064515
Opp Blks 34/35,09:30,boarding,6.451612903225806
Opp Blks 34/35,10:00,alighting,3.225806451612903
Opp Blks 34/35,10:00,boarding,1.6129032258064515
Opp Blks 34/35,10:30,alighting,1.6129032258064515
Opp Blks 34/35,10:30,boarding,4.838709677419355
Opp Blks 34/35,11:00,alighting,3.225806451612903
Opp Blks 34/35,11:00,boarding,4.838709677419355
Opp Blks 34/35,11:30,alighting,1.6129032258064515
Opp Blks 34/35,11:30,boarding,8.064516129032258
Opp Blks 34/35,12:00,alighting,1.6129032258064515
Opp Blks 34/35,12:00,boarding,1.6129032258064515
Opp Blks 34/35,12:30,alighting,3.225806451612903
Opp Blks 34/35,12:30,boarding,6.451612903225806
Opp Blks 34/35,13:00,alighting,1.6129032258064515
Opp Blks 34/35,13:00,boarding,4.838709677419355
Opp Blks 34/35,13:30,alighting,1.6129032258064515
Opp Blks 34/35,13:30,boarding,1.6129032258064515
Opp Blks 34/35,14:00,alighting,1.6129032258064515
Opp Blks 34/35,14:00,boarding,6.451612903225806
Opp Blks 34/35,14:30,alighting,6.451612903225806
Opp Blks 34/35,14:30,boarding,1.6129032258064515
Opp Blks 34/35,15:00,alighting,1.6129032258064515
Opp Blks 34/35,15:00,boarding,4.838709677419355
Opp Blks 34/35,15:30,alighting,6.451612903225806
Opp Blks 34/35,15:30,boarding,4.838709677419355
Opp Blks 34/35,16:00,alighting,4.838709677419355
Opp Blks 34/35,16:00,boarding,4.838709677419355
Opp Blks 34/35,16:30,alighting,4.838709677419355
Opp Blks 34/35,16:30,boarding,3.225806451612903
Opp Blks 34/35,17:00,alighting,6.451612903225806
Opp Blks 34/35,17:00,boarding,4.838709677419355
Opp Blks 34/35,17:30,alighting,3.225806451612903
Opp Blks 34/35,17:30,boarding,4.838709677419355
Opp Blks 34/35,18:00,boarding,8.064516129032258
Opp Blks 34/35,18:30,alighting,8.064516129032258
Opp Blks 34/35,18:30,boarding,9.67741935483871
Opp Blks 34/35,19:00,alighting,11.290322580645162
Opp Blks 34/35,19:00,boarding,4.838709677419355
Opp Blks 34/35,19:30,alighting,4.838709677419355
Opp Blks 34/35,20:00,alighting,6.451612903225806
Opp Blks 34/35,20:00,boarding,1.6129032258064515
Opp Blks 34/35,20:30,alighting,8.064516129032258
Opp Blks 34/35,20:30,boarding,1.6129032258064515
Opp Blks 34/35,20:30,interchanging,1.6129032258064515
Opp Blks 34/35,21:00,alighting,4.838709677419355
Opp Blks 34/35,21:00,boarding,8.064516129032258
Opp Blks 34/35,21:30,alighting,4.838709677419355
Opp Blks 34/35,21:30,boarding,1.6129032258064515
Opp Blks 34/35,22:00,alighting,1.6129032258064515
Opp Blks 34/35,22:00,interchanging,1.6129032258064515
Opp Blks 34/35,22:30,boarding,1.6129032258064515
Opp Blks 34/35,23:00,alighting,4.838709677419355
Opp Carrier S'pore,07:00,alighting,3.225806451612903
Opp Carrier S'pore,07:30,alighting,11.290322580645162
Opp Carrier S'pore,08:00,alighting,14.516129032258064
Opp Carrier S'pore,08:00,boarding,3.225806451612903
Opp Carrier S'pore,08:30,alighting,11.290322580645162
Opp Carrier S'pore,08:30,boarding,1.6129032258064515
Opp Carrier S'pore,09:00,alighting,6.451612903225806
Opp Carrier S'pore,09:00,boarding,4.838709677419355
Opp Carrier S'pore,09:30,alighting,1.6129032258064515
Opp Carrier S'pore,10:30,alighting,3.225806451612903
Opp Carrier S'pore,10:30,interchanging,1.6129032258064515
Opp Carrier S'pore,13:00,boarding,1.6129032258064515
Opp Carrier S'pore,13:30,alighting,1.6129032258064515
Opp Carrier S'pore,13:30,boarding,1.6129032258064515
Opp Carrier S'pore,14:30,boarding,1.6129032258064515
Opp Carrier S'pore,15:00,alighting,4.838709677419355
Opp Carrier S'pore,15:00,boarding,4.838709677419355
Opp Carrier S'pore,15:00,interchanging,1.6129032258064515
Opp Carrier S'pore,15:30,alighting,3.225806451612903
Opp Carrier S'pore,16:00,alighting,1.6129032258064515
Opp Carrier S'pore,16:00,boarding,1.6129032258064515
Opp Carrier S'pore,16:00,interchanging,3.225806451612903
Opp Carrier S'pore,17:00,boarding,4.838709677419355
Opp Carrier S'pore,17:30,alighting,1.6129032258064515
Opp Carrier S'pore,17:30,boarding,8.064516129032258
Opp Carrier S'pore,18:00,boarding,6.451612903225806
Opp Carrier S'pore,18:30,alighting,3.225806451612903
Opp Carrier S'pore,18:30,boarding,3.225806451612903
Opp Carrier S'pore,19:00,alighting,4.838709677419355
Opp Carrier S'pore,19:00,boarding,6.451612903225806
Opp Carrier S'pore,19:30,alighting,4.838709677419355
Opp Carrier S'pore,19:30,boarding,6.451612903225806
Opp Carrier S'pore,20:00,boarding,6.451612903225806
Opp Carrier S'pore,20:30,alighting,4.838709677419355
Opp Carrier S'pore,20:30,boarding,1.6129032258064515
Opp Carrier S'pore,21:00,alighting,4.838709677419355
Opp Carrier S'pore,21:00,boarding,1.6129032258064515
Opp Carrier S'pore,22:00,alighting,1.6129032258064515
Opp Carrier S'pore,23:00,alighting,1.6129032258064515
Opp Carrier S'pore,23:30,alighting,1.6129032258064515
Opp Chinese Gdn Stn,06:30,boarding,4.838709677419355
Opp Chinese Gdn Stn,07:00,alighting,1.6129032258064515
Opp Chinese Gdn Stn,07:00,boarding,4.838709677419355
Opp Chinese Gdn Stn,07:30,boarding,1.6129032258064515
Opp Chinese Gdn Stn,08:00,boarding,1.6129032258064515
Opp Chinese Gdn Stn,08:30,alighting,1.6129032258064515
Opp Chinese Gdn Stn,08:30,boarding,1.6129032258064515
Opp Chinese Gdn Stn,09:00,alighting,4.838709677419355
Opp Chinese Gdn Stn,09:00,boarding,1.6129032258064515
Opp Chinese Gdn Stn,09:30,alighting,1.6129032258064515
Opp Chinese Gdn Stn,10:00,boarding,1.6129032258064515
Opp Chinese Gdn Stn,10:30,alighting,3.225806451612903
Opp Chinese Gdn Stn,11:00,alighting,1.6129032258064515
Opp Chinese Gdn Stn,12:00,alighting,1.6129032258064515
Opp Chinese Gdn Stn,12:00,boarding,1.6129032258064515
Opp Chinese Gdn Stn,12:30,boarding,8.064516129032258
Opp Chinese Gdn Stn,13:00,alighting,1.6129032258064515
Opp Chinese Gdn Stn,13:30,boarding,4.838709677419355
Opp Chinese Gdn Stn,14:30,alighting,6.451612903225806
Opp Chinese Gdn Stn,15:00,alighting,1.6129032258064515
Opp Chinese Gdn Stn,15:00,boarding,1.6129032258064515
Opp Chinese Gdn Stn,15:30,alighting,1.6129032258064515
Opp Chinese Gdn Stn,16:00,alighting,3.225806451612903
Opp Chinese Gdn Stn,16:00,boarding,1.6129032258064515
Opp Chinese Gdn Stn,16:30,alighting,4.838709677419355
Opp Chinese Gdn Stn,17:00,alighting,3.225806451612903
Opp Chinese Gdn Stn,17:30,alighting,4.838709677419355
Opp Chinese Gdn Stn,17:30,boarding,8.064516129032258
Opp Chinese Gdn Stn,18:00,boarding,4.838709677419355
Opp Chinese Gdn Stn,18:30,alighting,3.225806451612903
Opp Chinese Gdn Stn,18:30,boarding,12.903225806451612
Opp Chinese Gdn Stn,19:00,boarding,4.838709677419355
Opp Chinese Gdn Stn,19:30,boarding,4.838709677419355
Opp Chinese Gdn Stn,20:00,alighting,1.6129032258064515
Opp Chinese Gdn Stn,20:30,boarding,3.225806451612903
Opp Chinese Gdn Stn,21:00,alighting,4.838709677419355
Opp Chinese Gdn Stn,21:00,boarding,1.6129032258064515
Opp Chinese Gdn Stn,21:30,alighting,1.6129032258064515
Opp Chinese Gdn Stn,21:30,boarding,1.6129032258064515
Opp Chinese Gdn Stn,22:00,alighting,3.225806451612903
Opp Chinese Gdn Stn,22:00,boarding,3.225806451612903
Opp Chinese Gdn Stn,22:00,interchanging,1.6129032258064515
Opp Chinese Gdn Stn,22:30,boarding,1.6129032258064515
Opp Cycle & Carriage,05:30,boarding,3.225806451612903
Opp Cycle & Carriage,05:30,interchanging,3.225806451612903
Opp Cycle & Carriage,06:00,boarding,14.516129032258064
Opp Cycle & Carriage,06:30,alighting,3.225806451612903
Opp Cycle & Carriage,06:30,boarding,20.967741935483872
Opp Cycle & Carriage,06:30,interchanging,4.838709677419355
Opp Cycle & Carriage,07:00,boarding,64.51612903225806
Opp Cycle & Carriage,07:00,interchanging,12.903225806451612
Opp Cycle & Carriage,07:30,alighting,1.6129032258064515
Opp Cycle & Carriage,07:30,boarding,35.483870967741936
Opp Cycle & Carriage,07:30,interchanging,14.516129032258064
Opp Cycle & Carriage,08:00,alighting,11.290322580645162
Opp Cycle & Carriage,08:00,boarding,37.096774193548384
Opp Cycle & Carriage,08:00,interchanging,19.35483870967742
Opp Cycle & Carriage,08:30,alighting,1.6129032258064515
Opp Cycle & Carriage,08:30,boarding,25.806451612903224
Opp Cycle & Carriage,08:30,interchanging,1.6129032258064515
Opp Cycle & Carriage,09:00,alighting,1.6129032258064515
Opp Cycle & Carriage,09:00,boarding,17.741935483870968
Opp Cycle & Carriage,09:00,interchanging,3.225806451612903
Opp Cycle & Carriage,09:30,boarding,16.129032258064516
Opp Cycle & Carriage,10:00,alighting,1.6129032258064515
Opp Cycle & Carriage,10:00,boarding,16.129032258064516
Opp Cycle & Carriage,10:00,interchanging,1.6129032258064515
Opp Cycle & Carriage,10:30,boarding,6.451612903225806
Opp Cycle & Carriage,10:30,interchanging,1.6129032258064515
Opp Cycle & Carriage,11:00,boarding,8.064516129032258
Opp Cycle & Carriage,11:00,interchanging,1.6129032258064515
Opp Cycle & Carriage,11:30,boarding,14.516129032258064
Opp Cycle & Carriage,11:30,interchanging,1.6129032258064515
Opp Cycle & Carriage,12:00,alighting,4.838709677419355
Opp Cycle & Carriage,12:00,boarding,12.903225806451612
Opp Cycle & Carriage,12:30,alighting,1.6129032258064515
Opp Cycle & Carriage,12:30,boarding,4.838709677419355
Opp Cycle & Carriage,13:00,alighting,8.064516129032258
Opp Cycle & Carriage,13:00,boarding,11.290322580645162
Opp Cycle & Carriage,13:00,interchanging,4.838709677419355
Opp Cycle & Carriage,13:30,alighting,1.6129032258064515
Opp Cycle & Carriage,13:30,boarding,1.6129032258064515
Opp Cycle & Carriage,13:30,interchanging,1.6129032258064515
Opp Cycle & Carriage,14:00,alighting,1.6129032258064515
Opp Cycle & Carriage,14:00,boarding,3.225806451612903
Opp Cycle & Carriage,14:00,interchanging,6.451612903225806
Opp Cycle & Carriage,14:30,alighting,4.838709677419355
Opp Cycle & Carriage,14:30,boarding,4.838709677419355
Opp Cycle & Carriage,14:30,interchanging,1.6129032258064515
Opp Cycle & Carriage,15:00,alighting,8.064516129032258
Opp Cycle & Carriage,15:00,boarding,6.451612903225806
Opp Cycle & Carriage,15:00,interchanging,3.225806451612903
Opp Cycle & Carriage,15:30,alighting,4.838709677419355
Opp Cycle & Carriage,15:30,boarding,4.838709677419355
Opp Cycle & Carriage,15:30,interchanging,1.6129032258064515
Opp Cycle & Carriage,16:00,boarding,8.064516129032258
Opp Cycle & Carriage,16:00,interchanging,3.225806451612903
Opp Cycle & Carriage,16:30,alighting,3.225806451612903
Opp Cycle & Carriage,16:30,boarding,12.903225806451612
Opp Cycle & Carriage,16:30,interchanging,6.451612903225806
Opp Cycle & Carriage,17:00,alighting,8.064516129032258
Opp Cycle & Carriage,17:00,boarding,9.67741935483871
Opp Cycle & Carriage,17:00,interchanging,1.6129032258064515
Opp Cycle & Carriage,17:30,alighting,1.6129032258064515
Opp Cycle & Carriage,17:30,boarding,9.67741935483871
Opp Cycle & Carriage,17:30,interchanging,6.451612903225806
Opp Cycle & Carriage,18:00,alighting,8.064516129032258
Opp Cycle & Carriage,18:00,boarding,16.129032258064516
Opp Cycle & Carriage,18:00,interchanging,3.225806451612903
Opp Cycle & Carriage,18:30,alighting,6.451612903225806
Opp Cycle & Carriage,18:30,boarding,20.967741935483872
Opp Cycle & Carriage,18:30,interchanging,8.064516129032258
Opp Cycle & Carriage,19:00,alighting,3.225806451612903
Opp Cycle & Carriage,19:00,boarding,11.290322580645162
Opp Cycle & Carriage,19:30,alighting,3.225806451612903
Opp Cycle & Carriage,19:30,boarding,4.838709677419355
Opp Cycle & Carriage,20:00,boarding,4.838709677419355
Opp Cycle & Carriage,20:30,boarding,4.838709677419355
Opp Cycle & Carriage,20:30,interchanging,1.6129032258064515
Opp Cycle & Carriage,21:00,alighting,3.225806451612903
